Kenetic Capital,0x7d25cfa4621c19f8d85f05cfd3b159092f22388e,KeneticCapital
OKX Blockdream Ventures 1,0xf14c9dbdb31b0a18af44fcf97ed12b0abfe1b92e,OKX_Ventures
OKX Blockdream Ventures 2,0x78db576873f032a7c4749b214a8af6966b3be239,OKX_Ventures
Zee Prime Capital 1,0x49f834da90fab90e60cca730b80e7c60e15fca0b,ZeePrimeCap
Zee Prime Capital 2,0x20d1842294e9362caed08837e34018ef695184e5,ZeePrimeCap
Zee Prime Capital 3,0x4666343c8b562f5c850b4ae56715b3955ea9aaf8,ZeePrimeCap
Zee Prime Capital 4,0x532eedeabc0cc70f8d371ac76020e1ad9b02ceab,ZeePrimeCap
CoinFund 1,0xf259c9dab5ed373f9d095338719b15f05d169956,coinfund_io
CoinFund 2,0xa324776f600644997c1a341e01f7602189990e68,coinfund_io
CoinFund 3,0x43af41c38563aa7a8a7715656f3900f095e32afc,coinfund_io
Kronos Research 1,0x82e4d78c6c62d461251fa5a1d4deb9f0fe378e30,KronosResearch
Kronos Research 2,0xdc3b2dce95ebd1e7c18eaa37780d10d240146660,KronosResearch
Kronos Research 3,0xb18e3bf33365fd2466c2e99b181e527a165c210c,KronosResearch
Kronos Research 4,0x8bc3b61825f7af1f683a205b05139143bcef4fb7,KronosResearch
Lemiscap 1,0xdca192b98bb4ea03076b3b52845519c30d68524d,Lemniscap
Lemiscap 2,0x21e185e2b9a1565216f2855ab94c9a677d0ce21b,Lemniscap
Collab+Currency 1,0x70d98af6e0fba7c69dcbcbe2107f5f3425c48b77,Collab_Currency
Collab+Currency 2,0xd7e2409f6c4f98e0bd9844e3a865d9e314eff8ca,Collab_Currency
Spark Digital Capital,0xfdb3519f49149ffbd787927cd09792eeaccdd56c,capital_spark
Greenfield Capital 1,0x9b1db82eb73836ab7e260166166cd16e19527057,greenfield_cap
Greenfield Capital 2,0xaf3013a0fa17a1f20b00879914e4ad2e3e291f5e,greenfield_cap
Chain Capital 1,0xd1abe4c71bc6ed7056908c65f23091ccd8c28310,ChainCapital666
Chain Capital 2,0xa761ed19d909440f9799e2d3ebebd633915c9200,ChainCapital666
Hack VC 1,0x82261c297f24a8c89d6c9877297f4e2706c18a55,hack_vc
Hack VC 2,0xf72628b3fbf5b004596a68ee4d7bb37dc65fa9a3,hack_vc
6th Man Ventures,0x7ea226f9fbabff6263d6937878cca7867f2bb091,6thManVentures
Galaxy Digital 1,0xfc31f24a7caadea7369ae616dab575fee5da38ef,galaxyhq
Galaxy Digital 2,0x13c474e6181ff3df02ab9c6b529bc639962bb50e,galaxyhq
Sigil Fund 1,0xe3879b7359695f802d6fd56bb76fd82c362dafd6,Sigil_Fund
Sigil Fund 2,0x4b581deda2f2c0650c3dfc506c86a8c140d9f699,Sigil_Fund
Sigil Fund 3,0x33a4c0070384725dbdf57edf3d179f6891124517,Sigil_Fund
NGC Ventures 1,0x538544582e775259f5de66653f26e660d15ef56d,NGC_Ventures
NGC Ventures 2,0x1a5942ad23bb1f81078af395c2af5227952fb105,NGC_Ventures
NGC Ventures 3,0x53f470a909d7ce7f35e62f4470fd440b1ed5d8cd,NGC_Ventures
Framework Ventures 1,0x0d298f3220eadf02d10c9feff537b50787725418,hiFramework
Framework Ventures 2,0x20017a30d3156d4005bda08c40acda0a6ae209b1,hiFramework
Framework Ventures 3,0x681148725731f213b0187a3cbef215c291d85a3e,hiFramework
Framework Ventures 4,0xdb5ac83c137321da29a59a7592232bc4ed461730,hiFramework
LD Capital 1,0x4a905dd3be79648862403ddf71aa9d90981dc6d3,LD_Capital
LD Capital 2,0xd9c65ff6482d150d9d3aed3476d2d5cec2c7859c,LD_Capital
LD Capital 3,0x7653c9364bb800e1136aa0634c4629ebe76a744e,LD_Capital
LD Capital 4,0x19c00bbb5e494195c68937cda517a6ffd00685f5,LD_Capital
LD Capital 5,0xf45f391db05810a435e74dfaa9503ec29cb4c2ec,LD_Capital
Hashed 1,0xff0cb0351a356ad16987e5809a8daaaf34f5adbe,hashed_official
Hashed 2,0xff0cb0351a356ad16987e5809a8daaaf34f5adbe,hashed_official
Mandala Capital,0xa1175a219dac539f2291377f77afd786d20e5882,Mandala_Capital
Fabric Ventures,0x5eecd33c915a1836dcf31954b0ef2aa664a8b6a8,fabric_vc
Sigum Capital,0xddd05cdcc8b3429f9ee284237f08d5b6cc478b18,Signum_Capital
CMT Digital,0xc90ea4d8d214d548221ee3622a8be1d61f7077a2,CMT_Digital
Mirana Ventures,0xbd525cfe28cf0d3313028066dcd239650b71e5fe,mirana
Republic Crypto,0x29501657cead09579991f0674f8d7a20e38a011c,RepublicCrypto
SevenX Ventures 1,0x6875344c940b65b1d906410851f37f389b36e96b,SevenXVentures
SevenX Ventures 2,0xf475e7db2e3b7878f44f8347efd6fcf5cb7fcf93,SevenXVentures
SevenX Ventures 3,0x0d6fddc8472118226d0f77812e3825df54d2c859,SevenXVentures
Yield Farming 1,0x473d3a2005499301dc353afa9d0c9c5980b5188c,delucinator
Yield Farming 2,0x4F7dD098060F64e698EfdE35d5E4edA655f65F07,delucinator
yobeul,0x40faebbca9316f50168e260a316373a86be8505f,cryptoyobeul
jammin123,0x8493eca71bbe028ce959c760e209e3ad73ecc86c,Gogogonum
Koob,0xa75F9C8246f7269279bE4c969e7Bc6Eb619cC204,kimyg002
Ark insight,0xd96e09913ee3e3afafe0921e2baf973aac8483d9,ArkInsight
hbeeee,0x033ba0f5ac89da505f3d18e995ba0dd74c368345,hbeeee_
영투한 (02HAN),0x4beBBc16403627fD16facD2D9Be0Ba21aFad7fd8,yoojei88
EdwardPark,0x231B405c333DB6D81ADEAadF4c6FF3940Ea5dB21,Edward__Park
Arthur Hayes 1,0xa86e3d1c80a750a310b484fb9bdc470753a7506f,CryptoHayes
Arthur Hayes 2,0x534a0076fb7c2b1f83fa21497429ad7ad3bd7587,CryptoHayes
Arthur Hayes 3,0x6cd66dbdfe289ab83d7311b668ada83a12447e21,CryptoHayes
HEADBOY,0x57e6adb5f6368b9946fe1f41254d9d54b7b7575e,NDIDI_GRAM
Stephen | DeFi Dojo,0xd360ecb91406717ad13c4fae757b69b417e2af6b,phtevenstrong
Nick Johnson,0xb8c2c29ee19d8307cb7255e1cd9cbde883a267d5,nicksdjohnson
Bankless,0x844e211e291077b11221c0f18615a64f2ff19c26,BanklessHQ
LaserCat397.eth,0x1AF331dc34dD7C5C62AF28B5685328318b61888a,BitCloutCat
Justin Sun,0x176F3DAb24a159341c0509bB36B833E7fdd0a132,justinsuntron
James Fickel,0xd85351181b3F264ee0FDFa94518464d7c3DefaDa,jamesfickel
luggis,0x2079C29Be9c8095042edB95f293B5b510203d6cE,luggisdoteth
Winslow Strong,0xa0f75491720835b36edC92D06DDc468D201e9b73,winslow_strong
thomasg.eth,0xb1e9D641249A2033C37CF1C241a01E717c2F6c76,thomasg_eth
imnotfuckingselling,0x024BCbCAad82E67F721799E259ca60bc7d363419,notfkingselling
Pokeee.eth,0xF91Dc62ecB1d2cFc6Ee72E1E7A27288c20bB5486,pokeepandaa
Beeple,0xc6b0562605D35eE710138402B878ffe6F2E23807,beeple
Suji Yan,0x934B510D4C9103E6a87AEf13b816fb080286D649,suji_yan
DeFi Enthusiast,0x41797b5e0398aF475422f6F33F2dc81d9a24aE33,ParallelAiRev
Vitalik Buterin,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,VitalikButerin
Alex Svanevik,0xc006544b93e86e8999623c1d12d2e352c61c8123,ASvanevik
kain,0x27cc4d6bc95b55a3a981bf1f1c7261cda7bb0931,kaiynne
Michael Egorov,0x7a16ff8270133f063aab6c9977183d9e72835428,newmichwill
worthalter,0x57757e3d981446d585af0d9ae4d7df6d64647806,worthalter
GMX Intern,0x88bf5A2E82510847E5dcBF33F44A9F611F1C1dF5,gmx_intern
Web3 Degen,0x1aFa21bEf41B61b198b1782D4F806E163C8F291D,LaaLaa_eth
DCF GOD,0xFa4FC4ec2F81A4897743C5b4f45907c02ce06199,dcfgod
Hong Qi Yu,0x5f56e5ade609d0869351BD43b768568Bc690c6F9,QY_Tokenize
DeFi Dad,0x2f71129b240080C638ac8d993BFF52169E3551c3,DeFi_Dad
Zaki ,0x096CA3674329bB66dD7CC14D1511dfB7728b9193,zmanian
Robert Leshner,0xcfc50541c3dEaf725ce738EF87Ace2Ad778Ba0C5,rleshner
DeFi maxi,0xF0Ee04aF67809247ef194443E388e42933279Ef3,CurveCap
