King,0xf7adc901c921ca4eecc0f95a26aec81dacf57620, - 
DeFi_Bank,0x3a21cf11e9c94471773ea51c99b11d379b9ea6d1, - 
0xYield,0x70e439584ef1ba300106b9c16543eaa1de676dc2, 0xYield 
Most,0x1e121993b4a8bc79d18a4c409db84c100fff25f5, - 
DeFi Whiz X,0x9266de273d7d4d19e680782a2b0039c79af58ca8, - 
simp,0x461e76a4fe9f27605d4097a646837c32f1ccc31c, - 
DeFi Whiz Y,0x4795237e09bf7bff7b6fb3d42466e2917f571223, - 
0x598,0x5984bb82f11171cb1dc2287e2a6935c44d491538, coinflipcanada 
covid,0x469adaf766fb35f1a3c2569fe8c57a50f4b39131, aaaeeeggg0410 
banteg,0x0035fc5208ef989c28d47e552e92b0c507d2b318, bantg 
0xsigmaomega,0x750c31d2290c456fcca1c659b6add80e7a88f881, gurkin_sergey 
crvmonster.eth,0xae653682dee958914a82c9628de794dcbbee3d04, - 
DeFi Whiz Z,0xd0b53c43d3e0b58909c38487aa0c3af7dfa2d8c0, - 
DeFi Whiz AA,0xf3286e361bd292fedfbf0918cf094ff7de3b5ab3, - 
0x32,0x32a59b87352e980dd6ab1baf462696d28e63525d, 0x32aa 
dskraib,0x588cf3afdfad557168d15d377757c83856e6ff12, - 
bitinvestia,0xced29ba48490c51e4348e654c313ac97762beccc, - 
vfat,0x87616fa850c87a78f307878f32d808dad8f4d401, vfat0 
Ambire,0xd6e371526cdaee04cd8af225d42e37bc14688d9e, AmbireWallet 
Rolex,0xb7d49adb031d6dbdf3e8e28f21c6dd3b6f231cd5, - 
DeFi Whiz BB,0xd8d6be6bf9878bf62a7efec03c1ffa716a63482a, - 
dhaidang,0x431b5ddb0ace97ebc3d936403ea25831bad832b6, WolfToshi1978 
findnemo.eth*,0x166ed9f7a56053c7c4e77cb0c91a9e46bbc5e8b0, - 
cafelatte1004,0x42d2184dac8580e6224b361a36ca3a917f7ea67b, - 
griff.eth,0x839395e20bbb182fa440d08f850e6c7a8f6f0780, thegrifft 
r3van,0x9d4c1c518442ad9eb23cb79a4792d508b49c81af, r3van_eth 
johnnyguitar.eth,0x6c1ddfb81a3666188267296f10253a5a9b5bae40, - 
DeFi ,0x4c09dd7c598b12c781c4b5d74d245a1784a2e148, - 
DeFi Whiz CC,0x8577b84527ced5d2d9f299dc6027a9e049c17d6c, - 
DeFi Whiz DD,0x15977e15d7b24c76f94d2902970e0f0eedd78618, - 
Dance,0x1540f6fa70c04e5a5dac6a134d9dd03abd301b1a, - 
dgyai,0x058b10cbe1872ad139b00326686ee8ccef274c58, - 
DeFi Whiz EE,0x23b886aceeb71458c96792ffd447352c277f820e, - 
KimLu,0x289c23cd7cacafd4bfee6344ef376fa14f1bf42d, Miguel_eth9 
DeFi Whiz FF,0xf98304d7fb1ee427a8a45b2040677ce57ee454da, - 
ChenZituo,0xbe18f84532d8f7fb6d7919401c0096f3e257db8b, - 
DeFi Whiz GG,0x334f12afb7d8740868be04719639616533075234, - 
gamechanger.eth,0xd9cfab54f1234aeea22b2818ab919866a2809c1c, GameChangerETH 
sismanis.eth,0xe724cea4fe23862975ab9d2caba563d01a133315, alexsismanis 
Tony Gu Tao,0x5be876ed0a9655133226be302ca6f5503e3da569, tony_gu 
Crandog,0x736dde3e0f5c588ddc53ad7f0f65667c0cca2801, joob_eth 
DeFi Whiz HH,0x1160387a36953afc5d80c0ea7b6b5447774af8e5, - 
Teribleble,0xf5b9d00f6184954d6e725215d9cab5f5698e8bb3, videlake 
DeFi Whiz II,0xad3864b39fc5b551769052ebfd0db9414644eda6, - 
sonnyf.eth,0x35f0686c63f50707ea3b5bace186938e4e19f03a, - 
Tetranode,0x69c509e9765c49cc6b9b4568b90aa47b89f4992f, - 
DeFi Whiz JJ,0x5d1124fb77c539ec92e3ef853053bbce1e98271b, - 
blynd,0x1eccd61c9fa53a8d2e823a26cd72a7efd7d0e92e, Blynd_Tr4YdR 
BerndDluzak,0xd2eeff73117c86c14f11a6052620848f8dd6e0c8, - 
shogun,0x777999be819ffecee44a995560a9d0e97780a30c, - 
004E,0x1cb4831b6df1d9cb07279b93a0e101db9b2295d0, - 
DeFi Whiz KK,0x8761e0dd63d14cf566acf4b730f3540f164b6b56, - 
0xVR,0xdbedb1b7d359b0776e139d385c78a5ac9b27c0f9, - 
0xed4701,0xed47015bb8080b9399f9d0ddfc427b9cee2caab1, - 
Paul Veradittakit,0x1333c53a798547126ca04647ba925485a6fa7aad, veradittakit 
shaimo,0xa2dcb52f5cf34a84a2ebfb7d937f7051ae4c697b, shaimo 
coinbaseceo.eth*,0x590dfbd53781c6d9d8404eb8e1847fea1afad319, - 
Longling Capital 1,0x34780c209d5c575cc1c1ceb57af95d4d2a69ddcf,-
Longling Capital 2,0x7499d1c29caf9c7235315ad635011d672043b26e,-
Longling Capital 3,0x52c1e0f796dc3d43d088598dbe77d10c560cf785,-
Jump Trading 1,0x48d62ed012e327faacb9c8d2a56330e215da0575,jump_
Jump Trading 2,0xf8aae8d5dd1d7697a4ec6f561737e68a2ab8539e,jump_
Jump Trading 3,0x272b065a43ef59ea470fbfd9be76ad1b43aab651,jump_
Jump Trading 4,0xaa4237995a8ddb6fc30c3c5bc4cb9c0c15ee7c4f,jump_
Jump Trading 5,0x7d1a02c0ebcf06e1a36231a54951e061673ab27f,jump_
Blockchain Capital 1,0x3744da57184575064838bbc87a0fc791f5e39ea2,blockchaincap
Blockchain Capital 2,0xc920d2fd838975498157f9ffd82df64f31e5494e,blockchaincap
Blockchain Capital 3,0x60ac32d416507c844b43e29b2e12dd23f5277420,blockchaincap
Blockchain Capital 4,0x702cacafa54b88e9c54449563fb2e496e85c78b7,blockchaincap
Blockchain Capital 5,0x598dbe6738e0aca4eabc22fed2ac737dbd13fb8f,blockchaincap
Blockchain Capital 6,0x967159c42568a54d11a4761fc86a6089ed42b7ba,blockchaincap
Blockchain Capital 7,0xf9706224f8b7275ee159866c35f26e1f43682e20,blockchaincap
Blockchain Capital 8,0xf62438ba5f32f973a5965ac1f8a5a897adcbf6a7,blockchaincap
Dragonfly Capital 1,0xb953e202c5e51c7c010e80402a63c02f37f14059,dragonfly_xyz
Dragonfly Capital 2,0x3510b18fcad3df6d56ec31ad7ff834f775dbce5f,dragonfly_xyz
Dragonfly Capital 3,0x61e73905a1fed775d7d943723470473a79ee1807,dragonfly_xyz
Wintermute 1,0xac665a44d46194eb9826d6f93fb5cc93bc2654b4,wintermute_t
Wintermute 2,0x0000006daea1723962647b7e189d311d757fb793,wintermute_t
Wintermute 3,0x6e0a1ddad894e6466d405bb73377f0a257278d74,wintermute_t
Defiance Capital 1,0x7e4b4dc22111b84594d9b7707a8dcffd793d477a,DeFianceCapital
Defiance Capital 2,0x92e5b9e1fc0dc25477b821cbc5f8b59f8ad87a58,DeFianceCapital
Defiance Capital 3,0xb4f70f2f0f1a27276571a12e60c64e321f40d47c,DeFianceCapital
Defiance Capital 4,0x0d3283ac30ee8b96a177f3fc13662d5de4465fa2,DeFianceCapital
Defiance Capital 5,0x9b5ea8c719e29a5bd0959faf79c9e5c8206d0499,DeFianceCapital
AU21 Capital 1,0xfb2e1227a48c100073e476e92001239afd09598e,AU21Capital
AU21 Capital 2,0x17ec047622c000df03599026a3b39871ec9384db,AU21Capital
AU21 Capital 3,0x6e6524fd98d6c47912e25d85f9e92cea7ad0ef3e,AU21Capital
AU21 Capital 4,0xe30a956e5a615d3eab55655f9d42dbe4e1033eb5,AU21Capital
IOSG Ventures 1,0x94cf7b6eb35de00c3aeb3ec49a625ec4e39f5630,IOSGVC
IOSG Ventures 2,0xb8b9977a5b8920ad74ff3eea8d0267d09cb86926,IOSGVC
IOSG Ventures 3,0x1824ffb249cd510573840155b3defbbdb4abb916,IOSGVC
IOSG Ventures 4,0x193e5e5bedc948975c92a005cd34edf0b140ddd3,IOSGVC
IOSG Ventures 5,0x39505f6fa8edbd60e6d2f0886ddc32d9730c0686,IOSGVC
IOSG Ventures 6,0xd56353e0bdc41ad232f9d11109868703c1e2b2b9,IOSGVC
IOSG Ventures 7,0x4eb04a824c198e8f70bf8a81e7a89fb7ee77200f,IOSGVC
Hashkey 1,0x760484042a7856e62b627318796ebb609c8131a1,HashKey_Capital
Hashkey 2,0x6890164c5c31c89f48104976dde75555b7680841,HashKey_Capital
Polygon Foundation (Investment) 1,0xdec1a87eaf2123779f881b7db9ebb60c8bd2b785,0xPolygonFdn
Polygon Foundation (Investment) 2,0x5703947bf43ca967e524f5c33a660d6caa63bd3b,0xPolygonFdn
Polygon Foundation (Investment) 3,0x55e1e020ca8f589b691dbc3e9cbce8845a400f97,0xPolygonFdn
Rarestone Capital 1,0x6d9a4667e14783282517d0e3ebecf29da808c6de,chatwithcharles
Rarestone Capital 2,0x621f2a5ef987e064e76da1eb378e7193cefc0baa,chatwithcharles
Coinbase Ventures,0x5e564c1905fff9724621542f58d61be0405c4879,cbventures
Distributed Global 1,0xc572550343b4bc82734cfb6ba28c86b350513f18,DistributedG
Distributed Global 2,0xb298f84eb4a1b5180a90006c8573422cd66321fc,DistributedG
Inception Capial,0x767ddb516601c8d1c536d40c81d8d7e959f45554,_inceptioncap
Parafi Capital,0x59cee32f3ffaeabc0d4991ac7569ebad09e1a7d4,paraficapital
Animoca Brands 1,0x09cd25edc6babe783090713d4436c03a31a19b4d,animocabrands
Animoca Brands 2,0x38143a27af08935e3629232de8da513be301a694,animocabrands
Animoca Brands 3,0x6274344838661f778535e527fb2a81d0b84b7c4b,animocabrands
Animoca Brands 4,0x2db05fdbc00a58eceb77f6e7e186fb4c2d8c5544,animocabrands
Animoca Brands 5,0x68f480c8972649baa839b29c8901a3a467ba6b22,animocabrands
Animoca Brands 6,0xbdcb95a80d4c770fa811b1faf0bb4cf204d310b5,animocabrands
Draper Dragon 1,0x92d028646a08af3d23195821762634e0754b2e7a,DraperDragon
Draper Dragon 2,0x8e8970bbf2c4dbb7649f306abf0c34d53cdb99e2,DraperDragon
DACM 1,0x0bf5ee128d559eef716172a2e535a700129d278f,-
DACM 2,0x8b7a661a6b4776b0d6023ca06621e9ead5d116b7,-
DACM 3,0xa23f54e0bb57a6114d831c080823f5fe2616cf98,-
Blocktower Capital 1,0x43adde52c6c142912662d3e427709db5cac9b811,BlockTower
Blocktower Capital 2,0x58f5f0684c381fcfc203d77b2bba468ebb29b098,BlockTower
Sfermion 1,0x281f92a17b905c231efc6275455008eb2a4dd313,MuseumofCrypto
Sfermion 2,0x617b4174d7e209b6bcac5b2c2836a14d90070b0f,MuseumofCrypto
DevmonsGG,0x0c5a2c72c009252f0e7312f5a1ab87de02be6fbe,Fiskantes
CMS,0xde8845ff1d67b84e755a57481097e712460ac21b,cmsholdings
HTX Ventures,0xc9641d69eec8ad675d55ac99376a4b635b9d76ce,Ventures_HTX
Momentum 6,0x8c3b60a48219db57da76b34f65c3bc69bd91110a,Momentum_6
FBG Capital 1,0x9a63a9d39fd818f8830f8ad82a3a45fcd3b51a96,FBGCapital
FBG Capital 2,0x5161859439d85732c284296322ac736e896fea0e,FBGCapital
Rockaway Blockchain 1,0x5cd0ec63687588817044794bf15d4e37991efab3,Rockaway_X
Rockaway Blockchain 2,0xceac23101a5a8bec4a5378e5e194350a9d5f98bb,Rockaway_X
Maven11,0x1d812a7e929d4dbe237926ed8e7c31434b9ab469,Maven11Capital
Spartan Group 1,0x54b55662901af57b31fb6b52af8175b652a5816e,TheSpartanGroup
Spartan Group 2,0x6633a4a14209d40694db630c251d1e8036663c5c,TheSpartanGroup
Spartan Group 3,0xc82a1e12e74d8b38f2accc3710004d3b38c0c12a,TheSpartanGroup
Spartan Group 4,0x7701b66513a52949224049e5bd634e3fffd8930a,TheSpartanGroup
Spartan Group 5,0x0dc874fb5260bd8749e6e98fd95d161b7605774d,TheSpartanGroup
MV Global 1,0xc8af7076de5634497e10ebf21325da49cd5de464,buildwithMV
MV Global 2,0x5b8235604885b9fb34e6dde5d8b47fb92c0371a9,buildwithMV
MV Global 3,0xd266d61ac22c2a2ac2dd832e79c14ea152c998d6,buildwithMV
Fenbushi Capital 1,0x7286fcb1f0b9652063325f9d9dc6fef092d6e711,fenbushi
Fenbushi Capital 2,0x19465e58c5b5d5e44b75142dbf1edc297f90633e,fenbushi
Youbi Capital 1,0xa2e3bdae9569c89b13cd4407a87fd063253b84f8,YoubiCapital
Youbi Capital 2,0xb9c83bc64c090ecdd91cca118bd9aa82d7f9757d,YoubiCapital
Borderless Capital 1,0x8c405dd569d597720c04e3c1577ce3841e206ce5,borderless_cap
Borderless Capital 2,0x56264e5ec5215c3974cfb550d3aefa6720f5ee9d,borderless_cap
Big Brain Holdings 1,0x858da48232ea6731f22573dc711c0cc415c334c5,BigBrainVC
Big Brain Holdings 2,0xc794ba3d6462be04d250976c4bbf9b4ac7b60710,BigBrainVC
Big Brain Holdings 3,0x4182a46c61c3ee40e61304f8b419f813eeced3b4,BigBrainVC
Big Brain Holdings 4,0xc0819e1e01204bcb9cb5a0a3be826afedad6edef,BigBrainVC
Arrington XRP Capital 1,0x673dd5a109ee02810ee3896752274ab95e12d30b,-
Arrington XRP Capital 2,0xd33d07fb1dcf028e6f18ed50315da9d78559c27c,-
Arrington XRP Capital 3,0xe367dee5a822a21d32b70b7adefd1e4fbb419eda,-
Arrington XRP Capital 4,0x132bed350d7aa1cc88d331389036763d20d1e5ac,-
Arrington XRP Capital 5,0x2b44e69cf05171179303d26de663309c1be44647,-
Arrington XRP Capital 6,0x8767d65677cabad2050b764aef40610f2f9796f5,-
Arrington XRP Capital 7,0xd89748723bd1c6c19ad3ae2fdfe3525c6814e0d4,-
Arrington XRP Capital 8,0xcc3c73baf35cf583ecf8a4bd0cb966cfc83ef49f,-
Arrington XRP Capital 9,0x402b9cf50521f1e48c39378088bd118eb9229357,-
Arrington XRP Capital 10,0xd30d14ef8df10488b954c0f7629319b92d045523,-
Arrington XRP Capital 11,0x199398d083e9ce6344c8da5901fee6dabc7239ae,-
Arrington XRP Capital 12,0x3087fb34780fb9b2bb097acfa1e96fed81cd2be1,-
Bitscale 1,0x510a7cd4ba40f7b6643f566a5d45ea55f5cd8d0e,BitscaleCapital
Bitscale 2,0xa1486dae9f01e7da3bd8efbd12af0e1be1c73b60,BitscaleCapital
Pantera Capital 1,0x1a0ebb8b15c61879a8e8da7817bb94374a7c4007,PanteraCapital
Pantera Capital 2,0xb658fddb14b21c3a2a1c2ec60e49ed3bddaf3658,PanteraCapital
Pantera Capital 3,0x5789c571552b4820bfa64efb6f0cad80fd2a9bca,PanteraCapital
Pantera Capital 4,0xc14b3dc3f447746f6dffd1d3899760ceefa169d3,PanteraCapital
Pantera Capital 5,0x12ca45fed7998ba0e56f52d678823a508ba9a99e,PanteraCapital
Pantera Capital 6,0x24de2762ccc97e44ccea68caf8270da1820b3aa6,PanteraCapital
Infinity Ventures Crypto 1,0x9d9588c082634fd4c7f54cb0243d6792cfd7b4c4,ivcryptofund
Infinity Ventures Crypto 2,0x5c5b552a4cd686e95b33be6757d02fdb887a1898,ivcryptofund
Infinity Ventures Crypto 3,0xbd146d2ee341b74d2825f8ab07e068e9449deb81,ivcryptofund
Infinity Ventures Crypto 4,0x263a820a0e4f29a2c6c36ae3a9a73f8112f44b44,ivcryptofund
Infinity Ventures Crypto 5,0x2f12c0be8122847b0242db98394bdc9eef33c46b,ivcryptofund
Delphi Digital 1,0x10f9f781afba344248496a57c105d2b5845840af,Delphi_Digital
Delphi Digital 2,0x927b024a75a4f286f63cc38db3fc0d6f2c45feb0,Delphi_Digital
Delphi Digital 3,0x6bcb60698bed7f1206c2b2cef8e0a182c110df65,Delphi_Digital
Delphi Digital 4,0xa137c86cfd3965fc8fb391af6569bc51337bc439,Delphi_Digital
1kx 1,0x70044278d556b0c962224e095397a52287c99cb5,1kxnetwork
1kx 2,0x9e1e303635910c2d398647313170b11fc41cb0dc,1kxnetwork
1kx 3,0x1b6250068b867cb05ddd35615c1b354173e89588,1kxnetwork
1kx 4,0xd8fb5ff1ecc3328b189d91a2c9285cbf2592cdcc,1kxnetwork
1kx 5,0x06e830d3875dfb32e0358146637b2fd1a3cecb11,1kxnetwork
1kx 6,0x4a9fa34da6d2378c8f3b9f6b83532b169beaedfc,1kxnetwork
1kx 7,0x1ddd4459302eeeda17f855055c7c78d84efa1ffd,1kxnetwork
SNZ Holding,0x7269772b259473d04bb014f79fd3f28aa3ce4a78,snzholding
Waterdrip Capital,0x4233168fe150776ba6f8cda98c90411b54551502,waterdripfund
IDEO CoLab Ventures,0x2a645c2794b3791b657126f2108d11e0a863e142,IDEOVC
Shima Capital 1,0xb8f03e0a03673b5e9e094880ede376dc2caf4286,shimacapital
Shima Capital 2,0x5bd2843c229165d36ed9fa8558c4fac9d2fcd449,shimacapital
Shima Capital 3,0xec13c50b3c9caccd804f6ef6441adc6b9000a8d2,shimacapital
Sky9 Capital 1,0x123432244443b54409430979df8333f9308a6040,Sky9Capital
Sky9 Capital 2,0xea5abc1a1689984ebfdc41130886bdaeb5c24078,Sky9Capital
Dialectic 1,0x74f8d4af58309f8cd2addd862f77586d54d281f9,-
Dialectic 2,0xe7dcdbdba3d7f438b16f6ffaf6358446f2003985,-
Apollo Capital 1,0xa7393d2f073eadd425b254a60e72c464e8fa4c20,ApolloCryptoAu
Apollo Capital 2,0x2ce5f9f52c1eec9a1183f91139c59b485ff39dad,ApolloCryptoAu
Robot Ventures,0x114b8d7ab033e650003fa3fc72c5ba2d0fd18345,robotventures
QCP Capital,0x527788ae179be743614496680d38b39d87ee1ce8,qcpcapital
ZBS Capital 1,0xfb4334a5704e29df37efc9f16255759670018d9a,ZBScapital
ZBS Capital 2,0x749e7333fc2b1997e546835b6f8353c628121e5a,ZBScapital
ZBS Capital 3,0x1f4e65ded886dc708a278f05ea107244a8161bf7,ZBScapital
ZBS Capital 4,0xa0ff757077b5d796259582b2b9db99c906277007,ZBScapital
Cypher Capital Group 1,0x0825cb1a6ab802cd2198ced1680f8220942dd947,cypher_capital
Cypher Capital Group 2,0xba83445f560823703ae1a53a30333303485c246a,cypher_capital
Morningstar Ventures 1,0xf3681b8ab9c2da4da5c6a6bb33fc6176b6ab18ea,Morningstar_VC
Morningstar Ventures 2,0x90c9f33ae18b3c0c96d372e09efac660a74a5090,Morningstar_VC
Hypersphere Ventures,0xfd4f5578d7ab18b3226f9a21f5fad066ab7369ac,hypersphere_
Lattice Capital,0xbfb4e14306b08e204f94a7f93a7268fcf187e51a,lattice_fund
