address,user_name,network,protocol_name,deposited_amount,deposited_assets,pool_type,pool_key,pool_controller,pool_index,site_url
0x0000006daea1723962647b7e189d311d757fb793,Wintermute 2,eth,Aave V2,28582,,Lending,eth-0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9-null,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,https://app.aave.com
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,arb,Tapioca,28345,,Vesting,arb-0x6f73a287611526d57112ad26ec396d86be65e104-null,0x6f73a287611526d57112ad26ec396d86be65e104,,https://www.tapioca.xyz
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,azuro,1741,,Vesting,eth-0xdd180c6387468e1cb3d4a592016e8fe0ae8cc35f-null,0xdd180c6387468e1cb3d4a592016e8fe0ae8cc35f,,https://azuro.org/liquidity
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Convex,3970,cvxCRV,Staked,eth-0xaa0c3f5f7dfd688c6e646f66cd2a6b66acdbe434-null,0xaa0c3f5f7dfd688c6e646f66cd2a6b66acdbe434,,https://www.convexfinance.com
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,EigenLayer,27177,ETH,Yield,eth-0x1bee69b7dfffa4e2d53c2a2df135c388ad25dcd2-null,0x1bee69b7dfffa4e2d53c2a2df135c388ad25dcd2,,https://app.eigenlayer.xyz
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Elixir,100717,deUSD USDC,Farming,eth-0xc7963974280261736868f962e3959ee1e1b99712-null,0xc7963974280261736868f962e3959ee1e1b99712,,https://www.elixir.xyz/apothecary
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Enzyme,59588,stETH,Yield,eth-0x1ce8aafb51e79f6bdc0ef2ebd6fd34b00620f6db-null,0x1ce8aafb51e79f6bdc0ef2ebd6fd34b00620f6db,,https://app.enzyme.finance
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Ethena,24954,USDe,Farming,eth-0x8707f238936c12c309bfc2b9959c35828acfc512-null,0x8707f238936c12c309bfc2b9959c35828acfc512,,https://www.ethena.fi
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Frax,14318,FRAX USDC,Farming,eth-0x3ef26504dbc8dd7b7aa3e97bc9f3813a9fc0b4b0-null,0x3ef26504dbc8dd7b7aa3e97bc9f3813a9fc0b4b0,,https://app.frax.finance
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Frax,19103,FRAX,Farming,eth-0x698137c473bc1f0ea9b85ade45caf64ef2df48d6-null,0x698137c473bc1f0ea9b85ade45caf64ef2df48d6,,https://app.frax.finance
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Frax,15595,FXS,Locked,eth-0xc8418af6358ffdda74e09ca9cc3fe03ca6adc5b0-null,0xc8418af6358ffdda74e09ca9cc3fe03ca6adc5b0,,https://app.frax.finance
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Frax,15468,FRAX DAI USDC USDT,Farming,eth-0xeb81b86248d3c2b618ccb071adb122109da96da2-null,0xeb81b86248d3c2b618ccb071adb122109da96da2,,https://app.frax.finance
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Kelp DAO,36945,ETH,Yield,eth-0xe1b4d34e8754600962cd944b535180bd758e6c2e-null,0xe1b4d34e8754600962cd944b535180bd758e6c2e,,https://kelpdao.xyz
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,linea,ZeroLend,2641,ezETH,Lending,linea-0x2f9bb73a8e98793e26cb2f6c4ad037bdf1c6b269-null,0x2f9bb73a8e98793e26cb2f6c4ad037bdf1c6b269,,https://app.zerolend.xyz/
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Napier Finance,29423,ETH,Yield,eth-0x5a2d321ed5c525e52a3b8d295c6d097a3c78b821-null,0x5a2d321ed5c525e52a3b8d295c6d097a3c78b821,,https://app.napier.finance
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Symbiotic,29641,ETH,Staked,eth-0x03bf48b8a1b37fbead1ecabcf15b98b924ffa5ac-null,0x03bf48b8a1b37fbead1ecabcf15b98b924ffa5ac,,https://app.symbiotic.fi
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,3Jane,17222,ETH,Yield,eth-0xacd147a5bbcb7166c5bb13a9354ad7a59b99fb4d-null,0xacd147a5bbcb7166c5bb13a9354ad7a59b99fb4d,,https://www.3jane.xyz/app
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,xdai,CoW Swap,1235,,Vesting,xdai-0xc20c9c13e853fc64d054b73ff21d3636b2d97eab-null,0xc20c9c13e853fc64d054b73ff21d3636b2d97eab,,https://swap.cow.fi
0x002ee33092457900515a4249e3ec1cd2b2dc8c32,6TO9,eth,Zircuit,2553,ETH,Staked,eth-0xf047ab4c75cebf0eb9ed34ae2c186f3611aeafa6-null,0xf047ab4c75cebf0eb9ed34ae2c186f3611aeafa6,,https://stake.zircuit.com/
0x0035fc5208ef989c28d47e552e92b0c507d2b318,banteg,eth,Balancer V2,43220,BAL ETH,Locked,eth-0xc128a9954e6c874ea3d62ce62b468ba073093f25-null,0xc128a9954e6c874ea3d62ce62b468ba073093f25,,https://balancer.finance
0x0035fc5208ef989c28d47e552e92b0c507d2b318,banteg,ftm,SpookySwap,2002,FTM WOOFY,Farming,ftm-0x2b2929e785374c651a81a63878ab22742656dcdd-20,0x2b2929e785374c651a81a63878ab22742656dcdd,20,https://spooky.fi
0x0035fc5208ef989c28d47e552e92b0c507d2b318,banteg,ftm,Yearn V2,1895,WFTM,Yield,ftm-0x0dec85e74a92c52b7f708c4b10207d9560cefaf0-null,0x0dec85e74a92c52b7f708c4b10207d9560cefaf0,,https://yearn.fi/
0x0035fc5208ef989c28d47e552e92b0c507d2b318,banteg,eth,Inverse,52751,INV,Lending,eth-0xb516247596ca36bf32876199fbdcad6b3322330b-null,0xb516247596ca36bf32876199fbdcad6b3322330b,,https://inverse.finance
0x0035fc5208ef989c28d47e552e92b0c507d2b318,banteg,eth,LIDO,48611,ETH,Staked,eth-0xae7ab96520de3a18e5e111b5eaab095312d7fe84-null,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,,https://stake.lido.fi
0x0035fc5208ef989c28d47e552e92b0c507d2b318,banteg,op,Yearn V2,14888,USDC,Farming,op-0xb2c04c55979b6ca7eb10e666933de5ed84e6876b-null,0xb2c04c55979b6ca7eb10e666933de5ed84e6876b,,https://yearn.finance
0x0035fc5208ef989c28d47e552e92b0c507d2b318,banteg,eth,Pendle V2,275245,PT-ezETH-26DEC2024,Deposit,eth-0xf7906f274c174a52d444175729e3fa98f9bde285-null,0xf7906f274c174a52d444175729e3fa98f9bde285,,https://app.pendle.finance
0x0035fc5208ef989c28d47e552e92b0c507d2b318,banteg,eth,Zircuit,243486,ETH,Staked,eth-0xf047ab4c75cebf0eb9ed34ae2c186f3611aeafa6-null,0xf047ab4c75cebf0eb9ed34ae2c186f3611aeafa6,,https://stake.zircuit.com/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,eth,1inch,5031,1INCH,Locked,eth-0x9a0c8ff858d273f57072d714bca7411d717501d7-null,0x9a0c8ff858d273f57072d714bca7411d717501d7,,https://app.1inch.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,arb,Camelot,11387,GRAIL,Staked,arb-0x3caae25ee616f2c8e13c74da0813402eae3f496b-null,0x3caae25ee616f2c8e13c74da0813402eae3f496b,,https://app.camelot.exchange
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,arb,Camelot,1114,WETH GMX,Locked,arb-0x4242fbeecf6b1db01a50b8878f85c31e5e53a5c6-null,0x4242fbeecf6b1db01a50b8878f85c31e5e53a5c6,,https://app.camelot.exchange
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,arb,Gravita Protocol,1311,ARB GRAI,Deposit,arb-0xec0f08bc015a0d0fba1df0b8b11d4779f5a04326-null,0xec0f08bc015a0d0fba1df0b8b11d4779f5a04326,,https://app.gravitaprotocol.com
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,arb,RAMSES,17236,RAM,Locked,arb-0xaaa343032aa79ee9a6897dab03bef967c3289a06-null,0xaaa343032aa79ee9a6897dab03bef967c3289a06,,https://app.ramses.exchange
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,avax,Aave V3,3254,AVAX,Lending,avax-0x794a61358d6845594f94dc1db02a252b5b4814ad-null,0x794a61358d6845594f94dc1db02a252b5b4814ad,,https://app.aave.com
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Aave V3,1169466,cbETH,Lending,base-0xa238dd80c259a72e81d7e4664a9801593f98d1c5-null,0xa238dd80c259a72e81d7e4664a9801593f98d1c5,,https://app.aave.com
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Aerodrome,20978,ION ETH,Farming,base-0x9b42e5f8c45222b2715f804968251c747c588fd7-null,0x9b42e5f8c45222b2715f804968251c747c588fd7,,https://aerodrome.finance/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Aerodrome,1209205,AERO,Locked,base-0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4-null,0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4,,https://aerodrome.finance/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Aerodrome,3870210,AERO,Locked,base-0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4-null,0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4,,https://aerodrome.finance/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Aerodrome,117304,AERO,Locked,base-0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4-null,0xebf418fe2512e7e6bd9b87a8f0f294acdc67e6b4,,https://aerodrome.finance/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Extra Finance,689112,WETH,Yield,base-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-1,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,1,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Extra Finance,14610,USD+,Yield,base-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-10,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,10,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Extra Finance,12748,WETH,Yield,base-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-14,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,14,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Extra Finance,479232,USDC,Yield,base-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-24,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,24,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Extra Finance,614416,USDC,Yield,base-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-25,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,25,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Extra Finance,119367,OVN,Yield,base-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-28,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,28,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Extra Finance,4994287,AERO,Yield,base-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-3,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,3,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Extra Finance,15040,EXTRA,Yield,base-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-4,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,4,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,base,Extra Finance,3999,TKN,Yield,base-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-46,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,46,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,bsc,Segment Finance,12009,USDC USDT BNB,Lending,bsc-0x57e09c96daee58b77dc771b017de015c38060173-null,0x57e09c96daee58b77dc771b017de015c38060173,,https://app.segment.finance
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,bsc,Thena,28107,THE,Locked,bsc-0xfbbf371c9b0b994eebfcc977cef603f7f31c070d-null,0xfbbf371c9b0b994eebfcc977cef603f7f31c070d,,https://thena.fi
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,ftm,Equalizer,27454,EQUAL,Locked,ftm-0x8313f3551c4d3984ffbadfb42f780d0c8763ce94-null,0x8313f3551c4d3984ffbadfb42f780d0c8763ce94,,https://equalizer.exchange/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,linea,Lynex,8311,USDT ETH,Farming,linea-0x7db1b80ecf40a6a5f84554fd047aafdeeebc4230-null,0x7db1b80ecf40a6a5f84554fd047aafdeeebc4230,,https://app.lynex.fi
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,linea,Lynex,53113,LYNX,Locked,linea-0x8d95f56b0bac46e8ac1d3a3f12fb1e5bc39b4c0c-null,0x8d95f56b0bac46e8ac1d3a3f12fb1e5bc39b4c0c,,https://app.lynex.fi
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,linea,Lynex,6207,USDC ETH,Farming,linea-0xef79a12c48973f0193e67730c8636485da59f0fd-null,0xef79a12c48973f0193e67730c8636485da59f0fd,,https://app.lynex.fi
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,linea,NILE,1953,NILE,Locked,linea-0xaaaea1fb9f3de3f70e89f37b69ab11b47eb9ce6f-null,0xaaaea1fb9f3de3f70e89f37b69ab11b47eb9ce6f,,https://www.nile.build
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,matic,KyberSwap,42109,,Vesting,matic-0xf3e4c1f21a1218ae8e48569c94275abd605563fd-null,0xf3e4c1f21a1218ae8e48569c94275abd605563fd,,https://kyberswap.com
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,matic,Meshswap,1560,MESH,Locked,matic-0x176b29289f66236c65c7ac5db2400abb5955df13-null,0x176b29289f66236c65c7ac5db2400abb5955df13,,https://meshswap.fi
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,matic,Meshswap,4026,oTON,Yield,matic-0xe6c511ed7549cc1d6c1b23126d1653588c1c71ba-null,0xe6c511ed7549cc1d6c1b23126d1653588c1c71ba,,https://meshswap.fi
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,matic,PARSIQ,2446,MYST,Staked,matic-0xbf9f6b1d910aa207daa400931430ef110570f8ff-null,0xbf9f6b1d910aa207daa400931430ef110570f8ff,,https://iq.space
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,matic,Retro,1364,RETRO,Locked,matic-0xb419ce2ea99f356bae0cac47282b9409e38200fa-null,0xb419ce2ea99f356bae0cac47282b9409e38200fa,,https://retro.finance
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,matic,Gamma,2997,MATIC WETH,Farming,matic-0x20ec0d06f447d550fc6edee42121bc8c1817b97d-0,0x20ec0d06f447d550fc6edee42121bc8c1817b97d,0,https://v2.gamma.xyz/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,mnt,Cleopatra,1259,CLEO,Locked,mnt-0xaaaea1fb9f3de3f70e89f37b69ab11b47eb9ce6f-null,0xaaaea1fb9f3de3f70e89f37b69ab11b47eb9ce6f,,https://cleo.exchange
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,88840,WETH,Yield,op-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-1,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,1,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,30346,USDC,Yield,op-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-25,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,25,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,174980,VELO,Yield,op-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-35,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,35,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,171475,WETH,Yield,op-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-36,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,36,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,2389,EXA,Yield,op-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-50,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,50,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,261850,OP,Yield,op-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-66,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,66,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,101924,USDC,Yield,op-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-70,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,70,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,145535,USDC,Yield,op-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-71,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,71,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,2417,WETH,Yield,op-0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd-77,0xbb505c54d71e9e599cb8435b4f0ceec05fc71cbd,77,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Extra Finance,7324,EXTRA,Locked,op-0xe0bec4f45aef64cec9dcb9010d4beffb13e91466-null,0xe0bec4f45aef64cec9dcb9010d4beffb13e91466,,https://app.extrafi.io
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,GOVNFT,33634,OP,Locked,op-0xb3f7411edee6947fd97887b37169427cde063632-null,0xb3f7411edee6947fd97887b37169427cde063632,,https://govnft.eth.limo/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Velodrome V2,95708,WETH OP,Farming,op-0x5b3fa026036ec92cb8654ccba8cf6bfc9747659a-null,0x5b3fa026036ec92cb8654ccba8cf6bfc9747659a,,https://velodrome.finance/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Velodrome V2,504629,VELO,Locked,op-0xfaf8fd17d9840595845582fcb047df13f006787d-null,0xfaf8fd17d9840595845582fcb047df13f006787d,,https://velodrome.finance/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Velodrome V2,1254315,VELO,Locked,op-0xfaf8fd17d9840595845582fcb047df13f006787d-null,0xfaf8fd17d9840595845582fcb047df13f006787d,,https://velodrome.finance/
0x011b0a055e02425461a1ae95b30f483c4ff05be7,cucbku,op,Velodrome V2,28137,VELO,Locked,op-0xfaf8fd17d9840595845582fcb047df13f006787d-null,0xfaf8fd17d9840595845582fcb047df13f006787d,,https://velodrome.finance/
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,FTXEXE,arb,Blackwing,1749,WETH,Staked,arb-0xc6ade8a68026d582ab37b879d188caf7e405dd09-null,0xc6ade8a68026d582ab37b879d188caf7e405dd09,,https://blackwing.fi/
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,FTXEXE,eth,Blackwing,10838,ETH WETH,Staked,eth-0xc6ade8a68026d582ab37b879d188caf7e405dd09-null,0xc6ade8a68026d582ab37b879d188caf7e405dd09,,https://blackwing.fi/
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,FTXEXE,eth,EigenLayer,2491,cbETH,Deposit,eth-0x39053d51b77dc0d36036fc1fcc8cb819df8ef37a-null,0x39053d51b77dc0d36036fc1fcc8cb819df8ef37a,,https://app.eigenlayer.xyz
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,FTXEXE,eth,Elixir,9158,ETH,Deposit,eth-0x1f75881dc0707b5236f739b5b64a87c211294abb-null,0x1f75881dc0707b5236f739b5b64a87c211294abb,,https://www.elixir.xyz/apothecary
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,FTXEXE,eth,Fuel,19997,USDT,Staked,eth-0x19b5cc75846bf6286d599ec116536a333c4c2c14-null,0x19b5cc75846bf6286d599ec116536a333c4c2c14,,https://fuel.network
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,FTXEXE,linea,Stargate,8541,ETH,Farming,linea-0x25bbf59ef9246dc65bfac8385d55c5e524a7b9ea-null,0x25bbf59ef9246dc65bfac8385d55c5e524a7b9ea,,https://stargate.finance
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,FTXEXE,linea,SyncSwap,12768,USDC ETH,Liquidity Pool,linea-0xdded227d71a096c6b5d87807c1b5c456771aaa94-null,0xdded227d71a096c6b5d87807c1b5c456771aaa94,,https://syncswap.xyz
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,FTXEXE,scrl,SyncSwap,10994,USDC ETH,Liquidity Pool,scrl-0xa7199cec178105bcc4cff05f395c9b87706f19f8-null,0xa7199cec178105bcc4cff05f395c9b87706f19f8,,https://syncswap.xyz
0x013cc394844aa993d73ca9a08d89dd6d046f3bcc,FTXEXE,eth,Symbiotic,1715,ENA,Staked,eth-0xe39b5f5638a209c1a6b6cdffe5d37f7ac99fcc84-null,0xe39b5f5638a209c1a6b6cdffe5d37f7ac99fcc84,,https://app.symbiotic.fi
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Aave V2,1830,AAVE,Staked,eth-0x4da27a545c0c5b758a6ba100e3a049001de870f5-null,0x4da27a545c0c5b758a6ba100e3a049001de870f5,,https://app.aave.com
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Aave V2,284828,SNX CRV stETH,Lending,eth-0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9-null,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,https://app.aave.com
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Aave V3,1058465,stETH AAVE,Staked,eth-0x9eda81c21c273a82be9bbc19b6a6182212068101-null,0x9eda81c21c273a82be9bbc19b6a6182212068101,,https://app.aave.com
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,arb,Superfluid,9323,ETH,Deposit,arb-0xe6c8d111337d0052b9d88bf5d7d55b7f8385acd3-null,0xe6c8d111337d0052b9d88bf5d7d55b7f8385acd3,,https://app.superfluid.finance
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Balancer V2,62801,VITA ETH,Liquidity Pool,eth-0x350196326aeaa9b98f1903fb5e8fc2686f85318c-null,0x350196326aeaa9b98f1903fb5e8fc2686f85318c,,https://balancer.finance
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Balancer V2,19586,GNO COW,Liquidity Pool,eth-0x92762b42a06dcdddc5b7362cfb01e631c4d44b40-null,0x92762b42a06dcdddc5b7362cfb01e631c4d44b40,,https://balancer.finance
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,CoW Swap,5106,,Vesting,eth-0xd057b63f5e69cf1b929b356b579cba08d7688048-null,0xd057b63f5e69cf1b929b356b579cba08d7688048,,https://swap.cow.fi
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Curve,1157,CRV,Locked,eth-0x5f3b5dfeb7b28cdbd7faba78963ee202a494e2a2-null,0x5f3b5dfeb7b28cdbd7faba78963ee202a494e2a2,,https://curve.fi
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Eth2,3163016,ETH,Staked,eth-0x00000000219ab540356cbb839cbe05303d7705fa-null,0x00000000219ab540356cbb839cbe05303d7705fa,,https://launchpad.ethereum.org
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Instadapp,4180,INST ETH,Deposit,eth-0x4c8a1beb8a87765788946d6b19c6c6355194abeb-deposit,0x4c8a1beb8a87765788946d6b19c6c6355194abeb,deposit,https://instadapp.io
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Kelp DAO,699439,ETH,Staked,eth-0xa1290d69c65a6fe4df752f95823fae25cb99e5a7-null,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,,https://kelpdao.xyz
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,LIDO,642992,ETH,Staked,eth-0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0-null,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,,https://stake.lido.fi
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,LooksRare,2214,LOOKS,Staked,eth-0xbcd7254a1d759efa08ec7c3291b2e85c5dcc12ce-null,0xbcd7254a1d759efa08ec7c3291b2e85c5dcc12ce,,https://looksrare.org/rewards
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,matic,Superfluid,10706,WETH,Deposit,matic-0x27e1e4e6bc79d93032abef01025811b7e4727e85-null,0x27e1e4e6bc79d93032abef01025811b7e4727e85,,https://app.superfluid.finance
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,op,Superfluid,6417,ETH,Deposit,op-0x4ac8bd1bdae47beef2d1c6aa62229509b962aa0d-null,0x4ac8bd1bdae47beef2d1c6aa62229509b962aa0d,,https://app.superfluid.finance
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Pickle,1382,PICKLE,Locked,eth-0xbbcf169ee191a1ba7371f30a1c344bfc498b29cf-null,0xbbcf169ee191a1ba7371f30a1c344bfc498b29cf,,https://app.pickle.finance
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Reflexer,60378,FLX ETH,Staked,eth-0x69c6c08b91010c88c95775b6fd768e5b04efc106-null,0x69c6c08b91010c88c95775b6fd768e5b04efc106,,https://app.reflexer.finance
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Reflexer,1205,WETH,Lending,eth-0xefe0b4ca532769a3ae758fd82e1426a03a94f185-ETH-A,0xefe0b4ca532769a3ae758fd82e1426a03a94f185,ETH-A,https://app.reflexer.finance
0x0154d25120ed20a516fe43991702e7463c5a6f6e,LazloKovacs,eth,Uniswap V2,9808,PAPER ETH,Liquidity Pool,eth-0x811f8c60ee1805db7ece0fa3c7b064feba887053-null,0x811f8c60ee1805db7ece0fa3c7b064feba887053,,https://app.uniswap.org
